Order_ID,Order_Date,Region,Category,Product,Sales,Profit,Quantity,Ship_Days,Year,Month
1082,2024-03-22,West,Electronics,Mobile,11741,9107,2,5,2024,3
1083,2024-03-23,North,Furniture,Table,9997,5254,1,1,2024,3
1084,2024-03-24,West,Office Supplies,Chair,42375,7338,1,7,2024,3
1085,2024-03-25,East,Office Supplies,Chair,33203,3253,8,1,2024,3
1086,2024-03-26,East,Office Supplies,Chair,44541,2294,4,9,2024,3
1087,2024-03-27,South,Furniture,Notebook,32454,68,5,3,2024,3
1088,2024-03-28,North,Electronics,Chair,8502,691,8,3,2024,3
1089,2024-03-29,West,Furniture,Laptop,4747,3133,7,6,2024,3
1090,2024-03-30,South,Electronics,Laptop,42488,5250,8,6,2024,3
1091,2024-03-31,West,Electronics,Notebook,22198,8571,8,6,2024,3
1092,2024-04-01,West,Furniture,Pen,20238,915,6,1,2024,4
1093,2024-04-02,South,Electronics,Mobile,11203,823,2,5,2024,4
1094,2024-04-03,South,Electronics,Table,48740,4782,6,6,2024,4
1095,2024-04-04,South,Office Supplies,Table,49922,3568,1,8,2024,4
1096,2024-04-05,South,Electronics,Notebook,18070,6845,1,1,2024,4
1097,2024-04-06,South,Furniture,Laptop,12892,7034,3,5,2024,4
1098,2024-04-07,West,Furniture,Table,45224,2617,3,3,2024,4
1099,2024-04-08,South,Electronics,Laptop,32799,1724,5,2,2024,4
1100,2024-04-09,North,Office Supplies,Pen,16141,789,1,8,2024,4
1101,2024-04-10,East,Office Supplies,Mobile,14498,1595,6,7,2024,4
1102,2024-04-11,South,Electronics,Pen,6805,9377,7,7,2024,4
1103,2024-04-12,South,Electronics,Notebook,33226,5177,3,5,2024,4
1104,2024-04-13,West,Furniture,Chair,19282,6997,4,9,2024,4
1105,2024-04-14,South,Electronics,Chair,13221,6670,3,5,2024,4
1106,2024-04-15,South,Office Supplies,Chair,40263,9115,1,2,2024,4
1107,2024-04-16,South,Electronics,Pen,12927,4605,8,3,2024,4
1108,2024-04-17,West,Furniture,Table,47050,5695,2,4,2024,4
1109,2024-04-18,South,Furniture,Mobile,21066,8993,1,5,2024,4
1110,2024-04-19,East,Furniture,Chair,2730,7174,8,3,2024,4
1111,2024-04-20,West,Furniture,Notebook,7011,9095,7,7,2024,4
1112,2024-04-21,East,Furniture,Notebook,49780,3782,7,5,2024,4
1113,2024-04-22,West,Electronics,Chair,42729,2333,4,5,2024,4
1114,2024-04-23,South,Electronics,Chair,26677,9571,9,6,2024,4
1115,2024-04-24,East,Electronics,Mobile,5265,8719,6,7,2024,4
1116,2024-04-25,West,Electronics,Chair,20854,7048,2,8,2024,4
1117,2024-04-26,North,Furniture,Mobile,24429,5463,1,9,2024,4
1118,2024-04-27,South,Office Supplies,Notebook,29320,1319,1,4,2024,4
1119,2024-04-28,West,Electronics,Chair,46540,7918,9,5,2024,4
1120,2024-04-29,North,Office Supplies,Pen,30023,2653,4,5,2024,4
1121,2024-04-30,West,Electronics,Pen,6052,6011,5,8,2024,4
1122,2024-05-01,North,Electronics,Notebook,1127,9711,3,9,2024,5
1123,2024-05-02,South,Office Supplies,Mobile,12489,8619,4,7,2024,5
1124,2024-05-03,East,Furniture,Pen,14280,7607,8,5,2024,5
1125,2024-05-04,North,Electronics,Mobile,7089,1730,4,3,2024,5
1126,2024-05-05,West,Electronics,Pen,35312,8483,9,1,2024,5
1127,2024-05-06,South,Electronics,Pen,28628,9161,9,9,2024,5
1128,2024-05-07,North,Office Supplies,Mobile,46439,5732,6,5,2024,5
1129,2024-05-08,West,Furniture,Table,39152,8134,2,9,2024,5
1130,2024-05-09,West,Office Supplies,Pen,28290,5417,7,4,2024,5
1131,2024-05-10,West,Office Supplies,Chair,41453,119,9,5,2024,5
1132,2024-05-11,North,Furniture,Notebook,749,3974,6,4,2024,5
1133,2024-05-12,North,Office Supplies,Table,19809,6250,3,2,2024,5
1134,2024-05-13,North,Furniture,Mobile,26401,2057,7,1,2024,5
1135,2024-05-14,East,Electronics,Table,24076,9042,5,8,2024,5
1136,2024-05-15,North,Furniture,Laptop,32008,8169,1,4,2024,5
1137,2024-05-16,North,Electronics,Laptop,9675,2829,3,5,2024,5
1138,2024-05-17,North,Office Supplies,Pen,25964,4970,5,6,2024,5
1139,2024-05-18,East,Office Supplies,Pen,16760,805,7,8,2024,5
1140,2024-05-19,North,Electronics,Chair,35940,6545,3,8,2024,5
1141,2024-05-20,West,Office Supplies,Notebook,30046,5985,6,7,2024,5
1142,2024-05-21,North,Furniture,Table,40547,9563,5,4,2024,5
1143,2024-05-22,West,Electronics,Laptop,41930,2380,1,6,2024,5
1144,2024-05-23,West,Office Supplies,Pen,2487,5755,6,4,2024,5
1145,2024-05-24,West,Electronics,Notebook,49742,8351,8,7,2024,5
1146,2024-05-25,East,Furniture,Table,25605,1066,1,1,2024,5
1147,2024-05-26,East,Furniture,Pen,13448,7397,2,5,2024,5
1148,2024-05-27,East,Office Supplies,Pen,13526,8266,4,4,2024,5
1149,2024-05-28,North,Furniture,Laptop,3273,4988,2,7,2024,5
1150,2024-05-29,West,Electronics,Laptop,46427,2888,9,9,2024,5
1151,2024-05-30,East,Furniture,Pen,10378,787,8,5,2024,5
1152,2024-05-31,East,Electronics,Mobile,43446,6250,8,4,2024,5
1153,2024-06-01,North,Electronics,Pen,10877,8421,4,9,2024,6
1154,2024-06-02,East,Furniture,Notebook,7847,281,5,5,2024,6
1155,2024-06-03,North,Office Supplies,Pen,34276,1967,4,9,2024,6
1156,2024-06-04,South,Furniture,Chair,4283,8584,9,8,2024,6
1157,2024-06-05,East,Electronics,Chair,4798,5968,2,4,2024,6
1158,2024-06-06,South,Electronics,Chair,5168,2673,8,7,2024,6
1159,2024-06-07,North,Furniture,Mobile,21171,8696,2,5,2024,6
1160,2024-06-08,West,Office Supplies,Mobile,35320,6451,1,4,2024,6
1161,2024-06-09,East,Office Supplies,Pen,34984,7122,3,5,2024,6
1162,2024-06-10,North,Electronics,Chair,33578,2326,9,5,2024,6
1163,2024-06-11,West,Electronics,Mobile,47659,7443,3,9,2024,6
1164,2024-06-12,West,Office Supplies,Laptop,21422,8837,9,9,2024,6
1165,2024-06-13,South,Furniture,Pen,34528,3924,7,6,2024,6
1166,2024-06-14,North,Electronics,Notebook,46425,4580,1,4,2024,6
1167,2024-06-15,West,Electronics,Table,20816,7214,5,2,2024,6
1168,2024-06-16,East,Office Supplies,Pen,11960,4547,9,3,2024,6
1169,2024-06-17,East,Furniture,Table,17468,7983,3,2,2024,6
1170,2024-06-18,South,Office Supplies,Chair,30766,2185,9,5,2024,6
1171,2024-06-19,West,Furniture,Table,30709,6777,5,6,2024,6
1172,2024-06-20,North,Furniture,Chair,24500,1615,9,5,2024,6
1173,2024-06-21,East,Furniture,Laptop,14511,358,6,2,2024,6
1174,2024-06-22,West,Electronics,Table,3366,8584,9,5,2024,6
1175,2024-06-23,West,Office Supplies,Pen,47633,8677,7,9,2024,6
1176,2024-06-24,South,Office Supplies,Chair,6398,8418,7,4,2024,6
1177,2024-06-25,East,Furniture,Pen,18895,188,8,2,2024,6
1178,2024-06-26,East,Electronics,Mobile,39519,243,7,3,2024,6
1179,2024-06-27,North,Electronics,Chair,38207,3307,9,3,2024,6
1180,2024-06-28,East,Office Supplies,Table,4506,3285,9,9,2024,6
1181,2024-06-29,North,Electronics,Chair,34893,992,6,4,2024,6
1182,2024-06-30,East,Electronics,Pen,11456,4670,7,1,2024,6
1183,2024-07-01,South,Furniture,Laptop,31163,5770,2,1,2024,7
1184,2024-07-02,East,Electronics,Chair,6578,6403,9,7,2024,7
1185,2024-07-03,North,Furniture,Table,30131,5007,1,7,2024,7
1186,2024-07-04,North,Office Supplies,Mobile,30640,9195,1,2,2024,7
1187,2024-07-05,South,Electronics,Notebook,42191,9544,3,9,2024,7
1188,2024-07-06,East,Office Supplies,Laptop,4461,3431,6,9,2024,7
1189,2024-07-07,East,Office Supplies,Mobile,29777,5889,5,5,2024,7
1190,2024-07-08,South,Electronics,Chair,42074,2930,2,3,2024,7
1191,2024-07-09,East,Electronics,Pen,31917,4937,9,3,2024,7
1192,2024-07-10,East,Office Supplies,Pen,22984,595,4,3,2024,7
1193,2024-07-11,North,Electronics,Table,18603,1977,4,6,2024,7
1194,2024-07-12,East,Furniture,Pen,29845,4202,5,4,2024,7
1195,2024-07-13,East,Furniture,Laptop,46826,54,8,8,2024,7
1196,2024-07-14,South,Electronics,Pen,39954,5583,4,5,2024,7
1197,2024-07-15,South,Office Supplies,Table,2087,9604,5,1,2024,7
1198,2024-07-16,West,Electronics,Notebook,43071,5428,4,9,2024,7
1199,2024-07-17,North,Electronics,Chair,21531,6283,6,1,2024,7
1200,2024-07-18,East,Office Supplies,Chair,26712,2713,3,6,2024,7
1201,2024-07-19,East,Office Supplies,Pen,10850,9515,8,1,2024,7
1202,2024-07-20,West,Furniture,Mobile,19316,3376,6,3,2024,7
1203,2024-07-21,East,Office Supplies,Chair,20788,3709,5,5,2024,7
1204,2024-07-22,North,Furniture,Notebook,29932,1181,2,7,2024,7
1205,2024-07-23,West,Office Supplies,Pen,44722,4813,7,8,2024,7
1206,2024-07-24,North,Electronics,Table,49117,6787,2,9,2024,7
1207,2024-07-25,West,Furniture,Notebook,7337,5142,1,6,2024,7
1208,2024-07-26,West,Furniture,Pen,34717,6072,7,9,2024,7
1209,2024-07-27,South,Furniture,Notebook,21384,3209,5,8,2024,7
1210,2024-07-28,North,Electronics,Chair,5954,6209,1,9,2024,7
1211,2024-07-29,East,Electronics,Table,9924,7368,4,4,2024,7
1212,2024-07-30,East,Electronics,Pen,37385,8495,4,9,2024,7
1213,2024-07-31,North,Electronics,Laptop,42137,5357,7,7,2024,7
1214,2024-08-01,East,Electronics,Table,44118,8570,9,5,2024,8
1215,2024-08-02,East,Furniture,Laptop,18912,3094,2,5,2024,8
1216,2024-08-03,North,Electronics,Notebook,47611,9662,1,1,2024,8
1217,2024-08-04,West,Furniture,Mobile,40113,5686,2,2,2024,8
1218,2024-08-05,North,Electronics,Table,20642,2942,7,3,2024,8
1219,2024-08-06,West,Office Supplies,Notebook,37892,5338,6,8,2024,8
1220,2024-08-07,East,Furniture,Laptop,9348,5862,4,6,2024,8
1221,2024-08-08,East,Office Supplies,Chair,49817,704,1,5,2024,8
1222,2024-08-09,East,Furniture,Chair,13636,5531,1,1,2024,8
1223,2024-08-10,South,Office Supplies,Mobile,1089,809,5,9,2024,8
1224,2024-08-11,West,Electronics,Table,21408,6832,1,3,2024,8
1225,2024-08-12,South,Electronics,Table,7009,1848,7,3,2024,8
1226,2024-08-13,South,Electronics,Table,40961,5209,1,2,2024,8
1227,2024-08-14,North,Furniture,Notebook,42722,8496,1,4,2024,8
1228,2024-08-15,South,Office Supplies,Mobile,49723,5312,2,2,2024,8
1229,2024-08-16,North,Electronics,Table,44976,3873,3,9,2024,8
1230,2024-08-17,North,Office Supplies,Notebook,46210,1926,1,7,2024,8
1231,2024-08-18,South,Office Supplies,Chair,49920,6204,9,8,2024,8
1232,2024-08-19,West,Electronics,Laptop,10468,7837,8,3,2024,8
1233,2024-08-20,West,Electronics,Notebook,2962,4566,5,6,2024,8
1234,2024-08-21,West,Office Supplies,Chair,9960,3784,2,6,2024,8
1235,2024-08-22,West,Electronics,Chair,34283,9486,5,1,2024,8
1236,2024-08-23,West,Electronics,Laptop,9775,6022,6,6,2024,8
1237,2024-08-24,South,Electronics,Chair,29177,6689,1,3,2024,8
1238,2024-08-25,South,Furniture,Mobile,13769,5406,4,3,2024,8
1239,2024-08-26,East,Office Supplies,Laptop,906,6430,9,3,2024,8
1240,2024-08-27,West,Office Supplies,Chair,7884,1058,2,8,2024,8
1241,2024-08-28,South,Furniture,Pen,23053,4364,5,5,2024,8
1242,2024-08-29,East,Office Supplies,Notebook,24866,9752,1,4,2024,8
1243,2024-08-30,West,Electronics,Chair,44536,2558,4,9,2024,8
1244,2024-08-31,North,Office Supplies,Mobile,17869,4808,4,9,2024,8
1245,2024-09-01,East,Electronics,Table,12295,2732,6,1,2024,9
1246,2024-09-02,South,Furniture,Chair,4985,7361,9,2,2024,9
1247,2024-09-03,North,Electronics,Table,42169,1039,3,8,2024,9
1248,2024-09-04,North,Office Supplies,Pen,3118,8496,9,5,2024,9
1249,2024-09-05,North,Office Supplies,Chair,30643,4761,6,7,2024,9
1250,2024-09-06,East,Office Supplies,Laptop,29925,6529,7,1,2024,9
1251,2024-09-07,South,Furniture,Table,23173,7014,2,5,2024,9
1252,2024-09-08,North,Furniture,Pen,10103,8125,6,3,2024,9
1253,2024-09-09,West,Office Supplies,Laptop,40196,4502,6,2,2024,9
1254,2024-09-10,North,Electronics,Laptop,5868,8497,2,2,2024,9
1255,2024-09-11,North,Furniture,Laptop,5121,1057,2,9,2024,9
1256,2024-09-12,East,Office Supplies,Laptop,15219,6546,2,4,2024,9
1257,2024-09-13,East,Office Supplies,Chair,29727,9997,1,4,2024,9
1258,2024-09-14,South,Furniture,Notebook,44394,7738,5,7,2024,9
1259,2024-09-15,West,Furniture,Chair,8066,3958,8,2,2024,9
1260,2024-09-16,East,Furniture,Chair,12806,2853,2,3,2024,9
1261,2024-09-17,North,Electronics,Pen,24542,4429,5,3,2024,9
1262,2024-09-18,South,Electronics,Pen,15586,148,8,6,2024,9
1263,2024-09-19,North,Office Supplies,Notebook,17887,8438,5,3,2024,9
1264,2024-09-20,North,Furniture,Pen,27542,927,2,5,2024,9
1265,2024-09-21,East,Electronics,Mobile,24388,1918,3,4,2024,9
1266,2024-09-22,South,Furniture,Notebook,27014,2715,6,3,2024,9
1267,2024-09-23,West,Office Supplies,Pen,18823,1438,5,8,2024,9
1268,2024-09-24,West,Electronics,Notebook,18519,2465,4,3,2024,9
1269,2024-09-25,East,Electronics,Chair,10390,8811,4,6,2024,9
1270,2024-09-26,East,Electronics,Chair,41363,2687,5,7,2024,9
1271,2024-09-27,South,Office Supplies,Notebook,45987,7292,2,7,2024,9
1272,2024-09-28,West,Furniture,Mobile,10783,9307,9,2,2024,9
1273,2024-09-29,West,Electronics,Mobile,18779,8663,2,3,2024,9
1274,2024-09-30,West,Office Supplies,Notebook,47499,2933,2,4,2024,9
1275,2024-10-01,North,Furniture,Pen,23408,1254,9,7,2024,10
1276,2024-10-02,West,Office Supplies,Table,47966,594,3,2,2024,10
1277,2024-10-03,North,Furniture,Mobile,38452,1273,7,3,2024,10
1278,2024-10-04,South,Office Supplies,Laptop,35670,3222,4,7,2024,10
1279,2024-10-05,North,Furniture,Chair,38163,9009,6,7,2024,10
1280,2024-10-06,South,Electronics,Notebook,44672,6500,4,3,2024,10
1281,2024-10-07,West,Furniture,Laptop,48429,6570,7,1,2024,10
1282,2024-10-08,West,Office Supplies,Notebook,9843,704,1,3,2024,10
1283,2024-10-09,South,Office Supplies,Chair,11137,6871,3,5,2024,10
1284,2024-10-10,East,Furniture,Chair,35224,2496,3,7,2024,10
1285,2024-10-11,South,Electronics,Mobile,40291,5942,1,4,2024,10
1286,2024-10-12,East,Electronics,Mobile,29634,8462,6,1,2024,10
1287,2024-10-13,North,Furniture,Laptop,47330,3716,9,6,2024,10
1288,2024-10-14,North,Furniture,Notebook,47601,4327,8,2,2024,10
1289,2024-10-15,North,Office Supplies,Chair,4407,4452,7,3,2024,10
1290,2024-10-16,West,Electronics,Laptop,34075,2619,8,4,2024,10
1291,2024-10-17,North,Furniture,Table,47299,5565,6,6,2024,10
1292,2024-10-18,East,Electronics,Laptop,5327,9255,9,6,2024,10
1293,2024-10-19,North,Furniture,Pen,31107,4035,3,7,2024,10
1294,2024-10-20,South,Furniture,Laptop,14199,8217,9,5,2024,10
1295,2024-10-21,South,Electronics,Pen,37792,7498,4,7,2024,10
1296,2024-10-22,West,Furniture,Pen,48461,4360,7,2,2024,10
1297,2024-10-23,South,Furniture,Pen,26383,3069,9,1,2024,10
1298,2024-10-24,East,Office Supplies,Table,49491,3731,2,8,2024,10
1299,2024-10-25,North,Furniture,Laptop,5813,9685,2,1,2024,10
1300,2024-10-26,West,Furniture,Laptop,14098,4246,9,2,2024,10
1301,2024-10-27,North,Furniture,Table,46326,622,3,6,2024,10
1302,2024-10-28,North,Office Supplies,Chair,29307,9574,9,1,2024,10
1303,2024-10-29,East,Electronics,Mobile,5387,4803,5,3,2024,10
1304,2024-10-30,South,Office Supplies,Laptop,4354,7132,6,7,2024,10
1305,2024-10-31,South,Office Supplies,Mobile,45726,4052,2,8,2024,10
1306,2024-11-01,North,Electronics,Notebook,15036,5679,8,4,2024,11
1307,2024-11-02,West,Office Supplies,Notebook,4058,8467,9,3,2024,11
1308,2024-11-03,South,Electronics,Table,10272,4250,2,1,2024,11
1309,2024-11-04,West,Office Supplies,Notebook,36843,2047,6,9,2024,11
1310,2024-11-05,South,Electronics,Notebook,35686,9013,6,6,2024,11
1311,2024-11-06,West,Furniture,Chair,37466,7472,8,6,2024,11
1312,2024-11-07,East,Office Supplies,Chair,34269,4574,5,9,2024,11
1313,2024-11-08,West,Office Supplies,Chair,40387,8675,9,1,2024,11
1314,2024-11-09,East,Office Supplies,Notebook,19729,3457,1,6,2024,11
1315,2024-11-10,East,Office Supplies,Table,10173,6781,9,5,2024,11
1316,2024-11-11,West,Furniture,Pen,28377,7845,7,6,2024,11
1317,2024-11-12,East,Office Supplies,Pen,32101,9107,4,8,2024,11
1318,2024-11-13,North,Furniture,Mobile,38584,2843,3,5,2024,11
1319,2024-11-14,East,Furniture,Pen,16744,7384,6,2,2024,11
1320,2024-11-15,South,Furniture,Pen,27856,2961,1,2,2024,11
1321,2024-11-16,West,Furniture,Chair,17306,8002,3,5,2024,11
1322,2024-11-17,North,Electronics,Chair,23599,2465,2,3,2024,11
1323,2024-11-18,West,Electronics,Notebook,45141,300,9,3,2024,11
1324,2024-11-19,South,Office Supplies,Mobile,37534,5001,3,8,2024,11
1325,2024-11-20,South,Electronics,Laptop,40817,8148,2,7,2024,11
1326,2024-11-21,South,Electronics,Mobile,19594,5339,4,1,2024,11
1327,2024-11-22,East,Office Supplies,Mobile,11089,8152,2,5,2024,11
1328,2024-11-23,East,Office Supplies,Table,2157,7307,1,9,2024,11
1329,2024-11-24,West,Office Supplies,Notebook,33264,5615,6,4,2024,11
1330,2024-11-25,West,Electronics,Table,40031,6487,8,1,2024,11
1331,2024-11-26,North,Electronics,Mobile,3664,9160,2,8,2024,11
1332,2024-11-27,North,Office Supplies,Mobile,28042,1223,9,5,2024,11
1333,2024-11-28,West,Furniture,Mobile,18937,8674,3,2,2024,11
1334,2024-11-29,East,Office Supplies,Pen,41747,885,8,1,2024,11
1335,2024-11-30,South,Furniture,Table,39005,2312,8,3,2024,11
1336,2024-12-01,West,Furniture,Mobile,20101,9139,3,9,2024,12
1337,2024-12-02,North,Office Supplies,Chair,28930,4617,3,1,2024,12
1338,2024-12-03,East,Office Supplies,Notebook,6509,3865,6,4,2024,12
1339,2024-12-04,West,Office Supplies,Notebook,5052,296,1,8,2024,12
1340,2024-12-05,West,Electronics,Chair,9917,2479,4,8,2024,12
1341,2024-12-06,East,Furniture,Notebook,42489,9232,1,8,2024,12
1342,2024-12-07,West,Electronics,Pen,3171,9168,3,8,2024,12
1343,2024-12-08,East,Electronics,Pen,7019,5337,9,4,2024,12
1344,2024-12-09,South,Office Supplies,Laptop,37230,2657,5,8,2024,12
1345,2024-12-10,East,Electronics,Laptop,13234,9316,5,9,2024,12
1346,2024-12-11,East,Office Supplies,Laptop,46390,5980,4,7,2024,12
1347,2024-12-12,East,Furniture,Notebook,4222,4072,3,2,2024,12
1348,2024-12-13,West,Office Supplies,Pen,5406,4834,5,9,2024,12
1349,2024-12-14,West,Electronics,Pen,30596,6667,4,8,2024,12
1350,2024-12-15,East,Electronics,Pen,40531,3201,8,5,2024,12
1351,2024-12-16,West,Office Supplies,Chair,14199,5630,4,3,2024,12
1352,2024-12-17,North,Office Supplies,Pen,21938,7104,8,7,2024,12
1353,2024-12-18,North,Electronics,Chair,44356,7756,6,2,2024,12
1354,2024-12-19,West,Furniture,Laptop,34076,7669,5,3,2024,12
1355,2024-12-20,West,Furniture,Laptop,42438,4623,4,9,2024,12
1356,2024-12-21,East,Office Supplies,Notebook,49528,3541,4,4,2024,12
1357,2024-12-22,South,Furniture,Laptop,32747,756,4,4,2024,12
1358,2024-12-23,West,Electronics,Notebook,43961,7047,9,3,2024,12
1359,2024-12-24,North,Office Supplies,Mobile,28438,5283,4,5,2024,12
1360,2024-12-25,East,Electronics,Mobile,40969,8995,9,3,2024,12
1361,2024-12-26,West,Electronics,Table,18100,5805,6,9,2024,12
1362,2024-12-27,North,Furniture,Notebook,20935,7010,7,3,2024,12
1363,2024-12-28,North,Office Supplies,Table,19081,8829,3,2,2024,12
1364,2024-12-29,South,Office Supplies,Table,14691,1384,8,5,2024,12
1365,2024-12-30,East,Furniture,Mobile,19690,5638,3,6,2024,12
1366,2024-12-31,East,Electronics,Notebook,27886,1897,1,1,2024,12
1367,2025-01-01,South,Electronics,Mobile,32221,6901,5,6,2025,1
1368,2025-01-02,South,Electronics,Table,14204,7261,2,3,2025,1
1369,2025-01-03,East,Electronics,Notebook,2623,7915,6,4,2025,1
1370,2025-01-04,East,Office Supplies,Table,25674,3367,9,6,2025,1
1371,2025-01-05,West,Office Supplies,Pen,44801,6861,1,8,2025,1
1372,2025-01-06,West,Furniture,Notebook,49876,214,4,9,2025,1
1373,2025-01-07,South,Furniture,Notebook,47716,7110,1,6,2025,1
1374,2025-01-08,West,Office Supplies,Table,15086,3107,1,7,2025,1
1375,2025-01-09,North,Office Supplies,Pen,32476,4478,8,5,2025,1
1376,2025-01-10,West,Electronics,Chair,25916,452,2,9,2025,1
1377,2025-01-11,West,Electronics,Mobile,2314,8655,1,4,2025,1
